abstract,abstractnote,address,annote,archiveprefix,articleno,author,author1_email,author1_url,author2_email,author2_url,bdsk-url-1,booktitle,chapter,citation_key,collection,contact,copyright,date,day,doi,edition,editor,entry_type,eprint,file,howpublished,institution,isbn,issn,issue,issue_date,journal,keywords,language,lccn,location,month,note,number,numpages,organization,pages,pmcid,pmid,primaryclass,publisher,rights,school,series,shorttitle,title,type,url,urldate,volume,year
,,New York,,,,Jerome Friedman and Trevor Hastie and Robert Tibshirani,,,,,https://web.stanford.edu/~hastie/ElemStatLearn/printings/ESLII_print12.pdf,\textit{The Elements of Statistical Learning},,esl,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,Springer,,,,,\textbf{The Elements of Statistical Learning},,https://web.stanford.edu/~hastie/ElemStatLearn/printings/ESLII_print12.pdf,,,2001
,,New York,,,,Jerome Friedman and Trevor Hastie and Robert Tibshirani,,,,,,\textit{The Elements of Statistical Learning},,esl,,,,,,,,,book,,,,,,,,,,,,,,,URL: \url{https://web.stanford.edu/~hastie/ElemStatLearn/printings/ESLII\_print12.pdf},,,,,,,,Springer,,,,,\textbf{The Elements of Statistical Learning},,,,,2001
,,,,,,"LeCun, Yann and Cortes, Corinna and Burgres, Christopher J.C",,,,,http://yann.lecun.com/exdb/mnist/,,,mnist,,,,,,,,,online,,,,,,,,,,,,,,,,,,,,,,,,,,,,\textbf{The MNIST Database},,http://yann.lecun.com/exdb/mnist/,,,
,,,,,,"Shapley, Lloyd S. and Roth, Alvin E. and others",,,,,,,,shapley1988shapley,,,,,,,,,book,,,,,,,,,,,,,,,URL: \url{http://www.library.fa.ru/files/Roth2.pdf},,,,,,,,Cambridge University Press,,,,,\textbf{The Shapley value: {E}ssays in Honor of {L}loyd {S}. {S}hapley},,,,,1988
,,,,,,"Simonyan, Karen and Zisserman, Andrew",,,,,http://arxiv.org/pdf/1207.0580.pdf,,,vgg,,,,,,,,,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,\textbf{Very Deep Convolutional Networks for Large-Scale Image Recognition},,http://arxiv.org/pdf/1207.0580.pdf,,,2014
,,,,,,"Shapley, Lloyd S. and Roth, Alvin E. and others",,,,,,,,shapley1988shapley,,,,,,,,,book,,,,,,,,,,,,,,,URL: \url{http://www.library.fa.ru/files/Roth2.pdf},,,,,,,,Cambridge University Press,,,,,\textit{The Shapley value: {E}ssays in honor of {L}loyd {S}. {S}hapley},,,,,1988
,,,,,,"Shapley, Lloyd S. and Roth, Alvin E. and others",,,,,,,,shapley1988shapley,,,,,,,,,book,,,,,,,,,,,,,,,URL: \url{http://www.library.fa.ru/files/Roth2.pdf},,,,,,,,Cambridge University Press,,,,,\textit{The Shapley value: {E}ssays in honor of {L}loyd {S}. {S}hapley},,,,,1988
,,,,,,"Shapley, Lloyd S. and Roth, Alvin E. and others",,,,,,,,shapley1988shapley,,,,,,,,,book,,,,,,,,,,,,,,,URL: \url{http://www.library.fa.ru/files/Roth2.pdf},,,,,,,,Cambridge University Press,,,,,\textit{The Shapley value: {E}ssays in honor of {L}loyd {S}. {S}hapley},,,,,1988
,,,,,,"Shapley, Lloyd S. and Roth, Alvin E. and others",,,,,,,,shapley1988shapley,,,,,,,,,book,,,,,,,,,,,,,,,URL: \url{http://www.library.fa.ru/files/Roth2.pdf},,,,,,,,Cambridge University Press,,,,,\textit{The Shapley value: {E}ssays in honor of {L}loyd {S}. {S}hapley},,,,,1988
,,,,,,"Shapley, Lloyd S. and Roth, Alvin E. and others",,,,,,,,shapley1988shapley,,,,,,,,,book,,,,,,,,,,,,,,,URL: \url{http://www.library.fa.ru/files/Roth2.pdf},,,,,,,,Cambridge University Press,,,,,\textit{The Shapley value: {E}ssays in Honor of {L}loyd {S}. {S}hapley},,,,,1988
,,,,,,"Shapley, Lloyd S. and Roth, Alvin E. and others",,,,,,,,shapley1988shapley,,,,,,,,,book,,,,,,,,,,,,,,,URL: \url{http://www.library.fa.ru/files/Roth2.pdf},,,,,,,,Cambridge University Press,,,,,\textit{The Shapley {V}alue: {E}ssays in {H}onor of {L}loyd {S}. {S}hapley},,,,,1988
,,,,,,Ninghui Li and Tiancheng Li and Suresh Venkatasubramanian,,,,,,2007 IEEE 23rd International Conference on Data Engineering,,t_closeness,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL:\url{http://www.utdallas.edu/~mxk055100/courses/privacy08f_files/tcloseness.pdf},,,IEEE,106--115,,,,,,,,,\textit{t}-{C}loseness: {P}rivacy {B}eyond \textit{k}-{A}nonymity and \textit{l}-diversity,,,,,2007
,,,,,,Ninghui Li and Tiancheng Li and Suresh Venkatasubramanian,,,,,,2007 IEEE 23rd International Conference on Data Engineering,,t_closeness,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL:\url{http://www.utdallas.edu/~mxk055100/courses/privacy08f_files/tcloseness.pdf},,,IEEE,106--115,,,,,,,,,\textit{t}-{C}loseness: {P}rivacy {B}eyond \textit{k}-{A}nonymity and \textit{l}-diversity,,,,,2007
,,,,,,"Abercrombie, Gavin and Benbouzid, Djalel and Giudici, Paolo and Golpayegani, Delaram and Hernandez, Julio and Noro, Pierre and Pandit, Harshvardhan and Paraschou, Eva and Pownall, Charlie and Prajapati, Jyoti and others",,,,,,,,ref105,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:2407.01294,,,,,,,,,,,,,,,,,,,"A collaborative, human-centred taxonomy of ai, algorithmic, and automation harms",,,,,2024
,,,,,,Scientific Integrity Framework Interagency Working Group of the National Science and Technology Council,,,,,,,,ref24,,,,,,,,,techreport,,,,National Science and Technology Council,,,,,,,,,,,,,,,,,,,,,,,,A Framework for Federal Scientific Integrity Policy and Practice,,https://www.whitehouse.gov/wp-content/uploads/2023/01/01-2023-Framework-for-Federal-Scientific-Integrity-Policy-and-Practice.pdf,,,2023
,,,,,,"Gao, L. and others",,,,,,,,ref33,,,,,,,,,misc,,,\url{https://github.com/EleutherAI/lm-evaluation-harness},,,,,,,,,,,,,,,,,,,,,,,,,A Framework for Few-Shot Language Model Evaluation,,,,,2021
"Machine learning (ML) classification models are increasingly being used in a wide range of applications where it is important that predictions are accompanied by uncertainties, including in climate and earth observation, medical diagnosis and bioaerosol monitoring. The output of an ML classification model is a type of categorical variable known as a nominal property in the International Vocabulary of Metrology (VIM). However, concepts related to uncertainty evaluation for nominal properties are not defined in the VIM, nor is such evaluation addressed by the Guide to the Expression of Uncertainty in Measurement (GUM). In this paper we propose a metrological conceptual uncertainty evaluation framework for ML classification, and illustrate its use in the context of two applications that exemplify the issues and have significant societal impact, namely, climate and earth observation and medical diagnosis. Our framework would enable an extension of the VIM and GUM to uncertainty for nominal properties, which would make both applicable to ML classification models.",,,"Comment: 47 pages, 7 figures",,,"Bilson, Samuel and Cox, Maurice and Pustogvar, Anna and Thompson, Andrew",,,,,,,,bilson_metrological_2025,,,,,,10.48550/arXiv.2504.03359,,,misc,,Full Text PDF:C\:\\Users\\st3\\Zotero\\storage\\3PZJ7IYZ\\Bilson et al. - 2025 - A metrological framework for uncertainty evaluatio.pdf:application/pdf;Snapshot:C\:\\Users\\st3\\Zotero\\storage\\LLJ5776Q\\2504.html:text/html,,,,,,,,Computer Science - Machine Learning,,,,May,arXiv:2504.03359 [cs],,,,,,,,arXiv,,,,,A metrological framework for uncertainty evaluation in machine learning classification models,,http://arxiv.org/abs/2504.03359,2025-05-16,,2025
,,,,,,"Hall, Patrick and Navdeep Gill and Kim Montgomery and Nicholas Schmidt",,,,,,,,information,,,,,,,,,article,,,,,,,3,,Information,,,,,,URL: \url{https://www.mdpi.com/2078-2489/11/3/137},,,,,,,,,,,,,"A Responsible Machine Learning Workflow with Focus on Interpretable Models, Post-hoc Explanation, and Discrimination Testing",,,,11,2020
,,,,,,"Hall, Patrick and Navdeep Gill and Kim Montgomery and Nicholas Schmidt",,,,,,,,information,,,,,,,,,article,,,,,,,3,,Information,,,,,,URL: \url{https://www.mdpi.com/2078-2489/11/3/137},,,,,,,,,,,,,"A Responsible Machine Learning Workflow with Focus on Interpretable Models, Post-hoc Explanation, and Discrimination Testing",,,,11,2020
,,,,,,"Hall, Patrick and Navdeep Gill and Kim Montgomery and Nicholas Schmidt",,,,,,,,information,,,,,,,,,article,,,,,,,3,,Information,,,,,,URL: \url{https://www.mdpi.com/2078-2489/11/3/137},,,,,,,,,,,,,"A Responsible Machine Learning Workflow with Focus on Interpretable Models, Post-hoc Explanation, and Discrimination Testing",,,,11,2020
,,,,,,"Walker, Guy H. and Stanton, Neville A. and Salmon, Paul M. and Jenkins, Daniel P.",,,,,,,,walker2008review,,,,,,,,,article,,,,,,,,,Theoretical issues in ergonomics science,,,,,,,6,,,479--499,,,,Taylor \& Francis,,,,,A review of sociotechnical systems theory: a classic concept for new command and control paradigms,,,,9,2008
,,,,,,"Park, Sunghyun and Li, Han and Patel, Ameen and Mudgal, Sidharth and Lee, Sungjin and Kim, Young, Bum and Matsoukas, Spyros and Sarikaya, Ruhi",,,,,,,,park2020scalable,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:2010.12251,,,,,,,,,,,,,,,,,,,A scalable framework for learning from implicit user feedback to improve natural language understanding in large-scale conversational ai systems,,,,,2020
,,,,arXiv,,Alexandra Chouldechova and Chad Atalla and Solon Barocas and A. Feder Cooper and Emily Corvi and P. Alex Dow and Jean Garcia-Gathright and Nicholas Pangakis and Stefanie Reed and Emily Sheng and Dan Vann and Matthew Vogel and Hannah Washington and Hanna Wallach,,,,,,,,ref97,,,,,,,,,misc,2412.01934,,,,,,,,,,,,,,,,,,,,,cs.CY,,,,,,"A Shared Standard for Valid Measurement of Generative AI Systems' Capabilities, Risks, and Impacts",,https://arxiv.org/abs/2412.01934,,,2024
,,,,,,"Pellegrino, Joan",,,,,,,,NISTAMS100-1,,,,,,10.6028/NIST.AMS.100-1,,,techreport,,,,National Institute of Standards and Technology,,,,,,,,,,,,NIST AMS 100-1,,,,,,,,,,,,A Summary Report on the Model-Based Enterprise Capability Index and Guidebook Workshop ,,,,,2016
,,,,,,"Liang, Zijing and Xu, Yanjie and Hong, Yifan and Shang, Penghui and Wang, Qi and Fu, Qiang and Liu, Ke",,,,,,"Proceedings of the 3rd International Conference on Computer, Artificial Intelligence and Control Engineering",,ref101,,,,,,,,,inproceedings,,,,,,,,,,,,,,,,,,,405--409,,,,,,,,,A Survey of Multimodel Large Language Models,,,,,2024
,,,,,,"Chang, Yupeng and Wang, Xu and Wang, Jindong and Wu, Yuan and Yang, Linyi and Zhu, Kaijie and Chen, Hao and Yi, Xiaoyuan and Wang, Cunxiang and Wang, Yidong and others",,,,,,,,ref103,,,,,,,,,article,,,,,,,,,ACM transactions on intelligent systems and technology,,,,,,,3,,,1--45,,,,"ACM New York, NY",,,,,A survey on evaluation of large language models,,,,15,2024
,,,,,,"Hussein, Doaa Mohey El-Din Mohamed",,,,,,,,hussein2018survey,,,,,,,,,article,,,,,,,,,Journal of King Saud University-Engineering Sciences,,,,,,,4,,,330--338,,,,Elsevier,,,,,A survey on sentiment analysis challenges,,,,30,2018
,,,,,,"Lundberg, Scott M and Lee, Su-In",,,,,,Advances in Neural Information Processing Systems 30,,shapley,,,,,,,,I. Guyon and U. V. Luxburg and S. Bengio and H. Wallach and R. Fergus and S. Vishwanathan and R. Garnett,incollection,,,,,,,,,,,,,,,,,,,4765--4774,,,,"Curran Associates, Inc.",,,,,A Unified Approach to Interpreting Model Predictions,,http://papers.nips.cc/paper/7062-a-unified-approach-to-interpreting-model-predictions.pdf,,,2017
,,,,,,"Friedler, Sorelle A. and Scheidegger, Carlos and Venkatasubramanian, Suresh and Choudhary, Sonam and Hamilton, Evan P. and Roth, Derek",,,,,,"Proceedings of the Conference on Fairness, Accountability, and Transparency",,friedler2019comparative,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1802.04422.pdf},,,ACM,329--338,,,,,,,,,A {C}omparative {S}tudy of {F}airness-enhancing {I}nterventions in {M}achine {L}earning,,,,,2019
"Neural networks are ubiquitous in many tasks, but trusting their predictions is an open issue. Uncertainty quantification is required for many applications, and disentangled aleatoric and epistemic uncertainties are best. In this paper, we generalize methods to produce disentangled uncertainties to work with different uncertainty quantification methods, and evaluate their capability to produce disentangled uncertainties. Our results show that: there is an interaction between learning aleatoric and epistemic uncertainty, which is unexpected and violates assumptions on aleatoric uncertainty, some methods like Flipout produce zero epistemic uncertainty, aleatoric uncertainty is unreliable in the out-of-distribution setting, and Ensembles provide overall the best disentangling quality. We also explore the error produced by the number of samples hyper-parameter in the sampling softmax function, recommending N {\textgreater} 100 samples. We expect that our formulation and results help practitioners and researchers choose uncertainty methods and expand the use of disentangled uncertainties, as well as motivate additional research into this topic.",,,"Comment: 8 pages, 12 figures, with supplementary. LatinX in CV Workshop @ CVPR 2022 Camera Ready",,,"Valdenegro-Toro, Matias and Saromo, Daniel",,,,,,,,valdenegro-toro_deeper_2022,,,,,,10.48550/arXiv.2204.09308,,,misc,,Full Text PDF:C\:\\Users\\st3\\Zotero\\storage\\ERWN4MSE\\Valdenegro-Toro and Saromo - 2022 - A Deeper Look into Aleatoric and Epistemic Uncerta.pdf:application/pdf;Snapshot:C\:\\Users\\st3\\Zotero\\storage\\UMPG3AEP\\2204.html:text/html,,,,,,,,"Computer Science - Computer Vision and Pattern Recognition, Computer Science - Machine Learning",,,,April,arXiv:2204.09308 [cs],,,,,,,,arXiv,,,,,A {Deeper} {Look} into {Aleatoric} and {Epistemic} {Uncertainty} {Disentanglement},,http://arxiv.org/abs/2204.09308,2025-05-16,,2022
"This work presents a life cycle for trustworthy and safe artificial intelligence systems (TAIS). We consider the application of a risk management framework (RMF) in the TAI life cycle, and how this affects the choices made during the various phases of AI system development. The emerging requirements for AI systems go beyond the traditional software engineering (SE) development cycle of design, develop and deploy (DDD), where test, evaluation, verification and validation (TEVV) plays a crucial role. In particular, the additional challenge in SE is that AI systems are, in general: (i) data-driven, (ii) can learn and (iii) are adaptive. Moreover, considerations of the impact of AI systems on users and wider society are essential to their trustworthy and safe deployment. In order to achieve a TAIS we also consider the measurement aspect, which manifests itself in the specification of quantifiable metrics capturing both technical and socio-technical principles of TAI that allow us to assess the trustworthiness of an AI system. The TAI life cycle is an iterative and continuous process, so that the AI system being developed is evolving and corrective action can be taken to deal with arising issues at any stage of the life cycle.",,,,,,"Levene, M. and Adel, T. and Alsuleman, M. and George, I. and Krishnadas, P. and Lines, K. and Luo, Y. and Smith, I. and Duncan, P.",,,,,,,,levene_life_2024,,,,,,,,,misc,,Full Text PDF:C\:\\Users\\st3\\Zotero\\storage\\PCKX6P47\\Levene et al. - 2024 - A Life Cycle for Trustworthy and Safe Artificial I.pdf:application/pdf;Snapshot:C\:\\Users\\st3\\Zotero\\storage\\CY6NI3LR\\9995.html:text/html,,,,,,,,,en,,,April,ISSN: 1754-2960,,,,,,,,,,,,,A {Life} {Cycle} for {Trustworthy} and {Safe} {Artificial} {Intelligence} {Systems},Report/{Guide},https://doi.org/10.47120/npl.MS57,2025-05-16,,2024
,,,,,,"Papernot, Nicolas",,,,,,Proceedings of the 11th ACM Workshop on Artificial Intelligence and Security,,papernot2018marauder,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1811.01134.pdf},,,ACM,,,,,,,,,,A {M}arauder's {M}ap of {S}ecurity and {P}rivacy in {M}achine {L}earning: {A}n overview of current and future research directions for making machine learning secure and private,,,,,2018
,,,,,,"Papernot, Nicolas",,,,,,Proceedings of the 11th ACM Workshop on Artificial Intelligence and Security,,papernot2018marauder,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1811.01134.pdf},,,ACM,,,,,,,,,,A {M}arauder's {M}ap of {S}ecurity and {P}rivacy in {M}achine {L}earning: {A}n overview of current and future research directions for making machine learning secure and private,,,,,2018
,,,,,,"Papernot, Nicolas",,,,,,Proceedings of the 11th ACM Workshop on Artificial Intelligence and Security,,papernot2018marauder,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1811.01134.pdf},,,ACM,,,,,,,,,,A {M}arauder's {M}ap of {S}ecurity and {P}rivacy in {M}achine {L}earning: {A}n overview of current and future research directions for making machine learning secure and private,,,,,2018
,,,,,,"Papernot, Nicolas",,,,,,Proceedings of the 11th ACM Workshop on Artificial Intelligence and Security,,papernot2018marauder,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1811.01134.pdf},,,ACM,,,,,,,,,,A {M}arauder's {M}ap of {S}ecurity and {P}rivacy in {M}achine {L}earning: {A}n overview of current and future research directions for making machine learning secure and private,,,,,2018
,,,,,,"Papernot, Nicolas",,,,,,Proceedings of the 11th ACM Workshop on Artificial Intelligence and Security,,papernot2018marauder,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1811.01134.pdf},,,ACM,,,,,,,,,,A {M}arauder's {M}ap of {S}ecurity and {P}rivacy in {M}achine {L}earning: {A}n overview of current and future research directions for making machine learning secure and private,,,,,2018
,,,,,,"Papernot, Nicolas",,,,,,Proceedings of the 11th ACM Workshop on Artificial Intelligence and Security,,papernot2018marauder,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1811.01134.pdf},,,ACM,,,,,,,,,,A {M}arauder's {M}ap of {S}ecurity and {P}rivacy in {M}achine {L}earning: {A}n overview of current and future research directions for making machine learning secure and private,,,,,2018
,,,,,,"Papernot, Nicolas",,,,,,Proceedings of the 11th ACM Workshop on Artificial Intelligence and Security,,papernot2018marauder,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1811.01134.pdf},,,ACM,,,,,,,,,,A {M}arauder's {M}ap of {S}ecurity and {P}rivacy in {M}achine {L}earning: {A}n overview of current and future research directions for making machine learning secure and private,,,,,2018
,,,,,,"Papernot, Nicolas",,,,,,Proceedings of the 11th ACM Workshop on Artificial Intelligence and Security,,papernot2018marauder,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1811.01134.pdf},,,ACM,,,,,,,,,,A {M}arauder's {M}ap of {S}ecurity and {P}rivacy in {M}achine {L}earning: {A}n overview of current and future research directions for making machine learning secure and private,,,,,2018
,,,,,,"Papernot, Nicolas",,,,,,Proceedings of the 11th ACM Workshop on Artificial Intelligence and Security,,papernot2018marauder,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{https://arxiv.org/pdf/1811.01134.pdf},,,ACM,,,,,,,,,,A {M}arauder's {M}ap of {S}ecurity and {P}rivacy in {M}achine {L}earning: {A}n overview of current and future research directions for making machine learning secure and private,,,,,2018
,,,,,,"Cohen, Jacob",,,,,,,,cohen1992power,,,,,,,,,article,,,,,,,,,Psychological Bulletin,,,,,,URL: \url{https://www.ime.usp.br/~abe/lista/pdfn45sGokvRe.pdf},1,,,155,,,,American Psychological Association,,,,,A {P}ower {P}rimer.,,,,112,1992
,,,,,,"Hall, Patrick and Navdeep Gill and Kim Montgomery and Nicholas Schmidt",,,,,,,,information,,,,,,,,,article,,,,,,,3,,Information,,,,,,URL: \url{https://www.mdpi.com/2078-2489/11/3/137},,,,,,,,,,,,,"A {R}esponsible {M}achine {L}earning {W}orkflow with {F}ocus on {I}nterpretable {M}odels, {P}ost-hoc {E}xplanation, and {D}iscrimination {T}esting",,,,11,2020
,,,,,,"Gill, Navdeep and Hall, Patrick and Montgomery, Kim and Schmidt, Nicholas",,,,,,,,rml_workflow,,,,,,,,,article,,,,,,,,,Information,,,,,,URL: \url{https://www.mdpi.com/2078-2489/11/3/137},3,,,137,,,,Multidisciplinary Digital Publishing Institute,,,,,"A {R}esponsible {M}achine {L}earning {W}orkflow with {F}ocus on {I}nterpretable {M}odels, {P}ost-hoc {E}xplanation, and {D}iscrimination {T}esting",,,,11,2020
,,,,,,"Friedman, Jerome H.",,,,,,Smoothing Techniques for Curve Estimation,,friedman1979tree,,,,,,,,,incollection,,,,,,,,,,,,,,,URL: \url{http://inspirehep.net/record/140963/files/slac-pub-2336.pdf},,,,5--22,,,,Springer,,,,,A {T}ree-structured {A}pproach to {N}onparametric {M}ultiple {R}egression,,,,,1979
,,,,,,"Lundberg, Scott M. and Lee, Su-In",,,,,,Advances in Neural Information Processing Systems (NIPS),,shapley,,,,,,,,I. Guyon and U. V. Luxburg and S. Bengio and H. Wallach and R. Fergus and S. Vishwanathan and R. Garnett,incollection,,,,,,,,,,,,,,,URL: \url{http://papers.nips.cc/paper/7062-a-unified-approach-to-interpreting-model-predictions.pdf},,,,4765--4774,,,,"Curran Associates, Inc.",,,,,A {U}nified {A}pproach to {I}nterpreting {M}odel {P}redictions,,,,,2017
,,,,,,"Lundberg, Scott M. and Lee, Su-In",,,,,,Advances in Neural Information Processing Systems (NIPS),,shapley,,,,,,,,I. Guyon and U. V. Luxburg and S. Bengio and H. Wallach and R. Fergus and S. Vishwanathan and R. Garnett,incollection,,,,,,,,,,,,,,,URL: \url{http://papers.nips.cc/paper/7062-a-unified-approach-to-interpreting-model-predictions.pdf},,,,4765--4774,,,,"Curran Associates, Inc.",,,,,A {U}nified {A}pproach to {I}nterpreting {M}odel {P}redictions,,,,,2017
,,,,,,"Lundberg, Scott M and Lee, Su-In",,,,,,Advances in Neural Information Processing Systems 30,,shapley,,,,,,,,I. Guyon and U. V. Luxburg and S. Bengio and H. Wallach and R. Fergus and S. Vishwanathan and R. Garnett,incollection,,,,,,,,,,,,,,,URL: \url{http://papers.nips.cc/paper/7062-a-unified-approach-to-interpreting-model-predictions.pdf},,,,4765--4774,,,,"Curran Associates, Inc.",,,,,A {U}nified {A}pproach to {I}nterpreting {M}odel {P}redictions,,,,,2017
,,,,,,"Lundberg, Scott M. and Lee, Su-In",,,,,,Advances in Neural Information Processing Systems 30,,shapley,,,,,,,,I. Guyon and U. V. Luxburg and S. Bengio and H. Wallach and R. Fergus and S. Vishwanathan and R. Garnett,incollection,,,,,,,,,,,,,,,URL: \url{http://papers.nips.cc/paper/7062-a-unified-approach-to-interpreting-model-predictions.pdf},,,,4765--4774,,,,"Curran Associates, Inc.",,,,,A {U}nified {A}pproach to {I}nterpreting {M}odel {P}redictions,,,,,2017
,,,,,,"Lundberg, Scott M. and Lee, Su-In",,,,,,Advances in Neural Information Processing Systems 30,,shapley,,,,,,,,I. Guyon and U. V. Luxburg and S. Bengio and H. Wallach and R. Fergus and S. Vishwanathan and R. Garnett,incollection,,,,,,,,,,,,,,,URL: \url{http://papers.nips.cc/paper/7062-a-unified-approach-to-interpreting-model-predictions.pdf},,,,4765--4774,,,,"Curran Associates, Inc.",,,,,A {U}nified {A}pproach to {I}nterpreting {M}odel {P}redictions,,,,,2017
,,,,,,"Lundberg, Scott M. and Lee, Su-In",,,,,,Advances in Neural Information Processing Systems 30,,shapley,,,,,,,,I. Guyon and U. V. Luxburg and S. Bengio and H. Wallach and R. Fergus and S. Vishwanathan and R. Garnett,incollection,,,,,,,,,,,,,,,URL: \url{http://papers.nips.cc/paper/7062-a-unified-approach-to-interpreting-model-predictions.pdf},,,,4765--4774,,,,"Curran Associates, Inc.",,,,,A {U}nified {A}pproach to {I}nterpreting {M}odel {P}redictions,,,,,2017
,,,,,,"Lundberg, Scott M. and Lee, Su-In",,,,,,Advances in Neural Information Processing Systems 30,,shapley,,,,,,,,I. Guyon and U. V. Luxburg and S. Bengio and H. Wallach and R. Fergus and S. Vishwanathan and R. Garnett,incollection,,,,,,,,,,,,,,,URL: \url{http://papers.nips.cc/paper/7062-a-unified-approach-to-interpreting-model-predictions.pdf},,,,4765--4774,,,,"Curran Associates, Inc.",,,,,A {U}nified {A}pproach to {I}nterpreting {M}odel {P}redictions,,,,,2017
,,,,,,"Lundberg, Scott M. and Lee, Su-In",,,,,,Advances in Neural Information Processing Systems 30,,shapley,,,,,,,,I. Guyon and U. V. Luxburg and S. Bengio and H. Wallach and R. Fergus and S. Vishwanathan and R. Garnett,incollection,,,,,,,,,,,,,,,URL: \url{http://papers.nips.cc/paper/7062-a-unified-approach-to-interpreting-model-predictions.pdf},,,,4765--4774,,,,"Curran Associates, Inc.",,,,,A {U}nified {A}pproach to {I}nterpreting {M}odel {P}redictions,,,,,2017
,,,,,,"Lundberg, Scott M and Lee, Su-In",,,,,,Advances in Neural Information Processing Systems 30,,shapley,,,,,,,,I. Guyon and U. V. Luxburg and S. Bengio and H. Wallach and R. Fergus and S. Vishwanathan and R. Garnett,incollection,,,,,,,,,,,,,,,URL: \url{http://papers.nips.cc/paper/7062-a-unified-approach-to-interpreting-model-predictions.pdf},,,,4765--4774,,,,"Curran Associates, Inc.",,,,,A {U}nified {A}pproach to {I}nterpreting {M}odel {P}redictions,,,,,2017
,,,,,,"Lundberg, Scott M. and Lee, Su-In",,,,,,Advances in Neural Information Processing Systems 30,,shapley,,,,,,,,I. Guyon and U. V. Luxburg and S. Bengio and H. Wallach and R. Fergus and S. Vishwanathan and R. Garnett,incollection,,,,,,,,,,,,,,,URL: \url{http://papers.nips.cc/paper/7062-a-unified-approach-to-interpreting-model-predictions.pdf},,,,4765--4774,,,,"Curran Associates, Inc.",,,,,A {U}nified {A}pproach to {I}nterpreting {M}odel {P}redictions,,,,,2017
,,,,,,"Shapley, Lloyd S",,,,,,,,shapley1953value,,,,,,,,,article,,,,,,,,,Contributions to the Theory of Games,,,,,,URL: \url{http://www.library.fa.ru/files/Roth2.pdf\#page=39},28,,,307--317,,,,,,,,,A {V}alue for {N}-{P}erson {G}ames,,,,2,1953
,,,,,,"Shapley, Lloyd S.",,,,,,,,shapley1953value,,,,,,,,,article,,,,,,,,,Contributions to the Theory of Games,,,,,,URL: \url{http://www.library.fa.ru/files/Roth2.pdf\#page=39},28,,,307--317,,,,,,,,,A {V}alue for {N}-{P}erson {G}ames,,,,2,1953
,,,,,,"Shapley, Lloyd S.",,,,,,,,shapley1953value,,,,,,,,,article,,,,,,,,,Contributions to the Theory of Games,,,,,,URL: \url{http://www.library.fa.ru/files/Roth2.pdf\#page=39},28,,,307--317,,,,,,,,,A {V}alue for {N}-{P}erson {G}ames,,,,2,1953
,,,,,,"Shapley, Lloyd S",,,,,,,,shapley1953value,,,,,,,,,article,,,,,,,,,Contributions to the Theory of Games,,,,,,URL: \url{http://www.library.fa.ru/files/Roth2.pdf\#page=39},28,,,307--317,,,,,,,,,A {V}alue for {N}-{P}erson {G}ames,,,,2,1953
,,,,,,"Lou, Yin and Caruana, Rich and Gehrke, Johannes and Hooker, Giles",,,,,,Proceedings of the 19th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,,ga2m,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.352.7682&rep=rep1&type=pdf},,,ACM,623--631,,,,,,,,,Accurate {I}ntelligible {M}odels with {P}airwise {I}nteractions,,,,,2013
,,,,,,"Lou, Yin and Caruana, Rich and Gehrke, Johannes and Hooker, Giles",,,,,,Proceedings of the 19th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,,ga2m,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.352.7682&rep=rep1&type=pdf},,,ACM,623--631,,,,,,,,,Accurate {I}ntelligible {M}odels with {P}airwise {I}nteractions,,,,,2013
